Year/Month/Day Hour:Minute:Second.Millisecond,NP04_DCS_01:GroundPlanes_Ch09.,NP04_DCS_01:GroundPlanes_Ch10.,NP04_DCS_01:GroundPlanes_Ch11.,NP04_DCS_01:GroundPlanes_Ch12.,
Year/Month/Day Hour:Minute:Second.Millisecond,Ch09 - DN-MS-BR,Ch10 - DN-MS-BL,Ch11 - DN-US-BR,Ch12 - DN-US-BL,
2018/07/11 08:48:59.447,-4.5677781599807e-05,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:00.956,0.00019394121773075,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:02.433,-0.0004861488705501,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:03.942,0.00027994194533676,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:05.450,-0.00024468038463965,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:06.959,0.00017696201393846,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:08.436,7.9949473729357e-05,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:09.945,3.4697004593909e-05,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:11.453,-9.6597068477422e-05,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:12.960,3.1348696211353e-05,0.00011637294664979,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:14.478,5.4710704716854e-05,0.00023720561875962,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:15.945,0.00035437996848486,-1.2835393135902e-05,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:17.462,0.0002581330772955,0.00024731041048653,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:18.970,0.0005069863400422,0.00021679804194719,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:20.478,0.00081434636376798,-0.00022268998145591,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:21.954,0.0007007970707491,0.00012720641097985,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:23.461,0.00071806414052844,0.0001136495047831,0.00038531806785613,0.00033989382791333,
2018/07/11 08:49:24.969,0.00077233777847141,0.00015615842130501,0.0001289595675189,0.00033989382791333,
2018/07/11 08:49:26.486,0.00077963445801288,0.0001921211660374,-1.3162189134164e-05,0.00033989382791333,
2018/07/11 08:49:27.994,0.0009062152239494,-5.6962551752804e-05,-2.2184194676811e-06,0.00033989382791333,
2018/07/11 08:49:29.461,0.00091783469542861,0.00032898091012612,8.8877444795799e-05,0.00033989382791333,
2018/07/11 08:49:30.978,0.0010548541322351,-0.00010942685185,-3.6009660107084e-06,0.00033989382791333,
2018/07/11 08:49:32.486,0.00078730296809226,0.00012350830365904,0.00025267014279962,0.00033989382791333,
2018/07/11 08:49:33.995,0.000479054171592,-2.3725733626634e-05,6.702306563966e-05,5.8884048485197e-05,
2018/07/11 08:49:35.472,0.0002378052304266,0.00010006749653257,-4.3703665141948e-05,3.8642348954454e-05,
2018/07/11 08:49:36.979,-0.0001311736414209,0.00019771524239331,1.2094569683541e-05,0.00016654674254823,
2018/07/11 08:49:38.486,-0.00029436816112138,0.00013334394316189,2.4490429495927e-05,-2.0422467059689e-05,
2018/07/11 08:49:39.995,-9.7642870969139e-05,0.00011496178922243,0.00019703889847733,-3.8557594962185e-05,
2018/07/11 08:49:41.474,0.00019539633649401,0.00037762080319226,-5.3447489335667e-05,0.00019589901785366,
2018/07/11 08:49:42.982,-0.00018263584934175,4.9194954044651e-05,-5.9373727708589e-05,0.00032545381691307,
2018/07/11 08:49:44.490,-0.00016037785098888,1.9842947949655e-05,-0.00013366393977776,0.00013955900794826,
2018/07/11 08:49:45.999,-0.00019035236618947,4.1305131162517e-05,-0.0001632415514905,1.3634344213642e-05,
2018/07/11 08:49:47.506,9.8700940725394e-05,6.1502709286287e-05,-0.00013058714102954,-9.8114716820419e-05,
2018/07/11 08:49:48.982,-8.390547009185e-06,0.000296788464766,-5.3332259994932e-05,9.2474489065353e-05,
2018/07/11 08:49:50.500,0.00016765252803452,0.00016758948913775,3.1672487239121e-05,8.9667482825462e-05,
2018/07/11 08:49:52.009,6.7590735852718e-06,0.00014647572243121,0.00025610282318667,5.7671892136568e-05,
2018/07/11 08:49:53.518,9.5533810963389e-05,0.00041571073234081,0.0001250152126886,-4.796801295015e-05,
2018/07/11 08:49:54.986,0.00018500801525079,0.00021097584976815,5.9024718211731e-05,0.00018235761672258,
2018/07/11 08:49:56.496,0.00034239218803123,4.2371677409392e-05,-5.3844451031182e-07,0.00015925616025925,
2018/07/11 08:49:58.006,0.00033697084290907,6.9608548074029e-05,0.00010800211020978,0.00010674868099159,
2018/07/11 08:49:59.515,0.00049923692131415,3.9094971725717e-05,0.00016710403724574,1.3916011084802e-05,
2018/07/11 08:50:01.033,0.00039601945900358,7.4476934969425e-05,7.1436930738855e-05,0.00012471270747483,
2018/07/11 08:50:02.501,0.00094307120889425,-6.6278953454457e-06,0.00014580135757569,-4.3827145418618e-05,
