Year/Month/Day Hour:Minute:Second.Millisecond,NP04_DCS_01:GroundPlanes_Ch01.,NP04_DCS_01:GroundPlanes_Ch02.,NP04_DCS_01:GroundPlanes_Ch03.,NP04_DCS_01:GroundPlanes_Ch04.,NP04_DCS_01:GroundPlanes_Ch05.,NP04_DCS_01:GroundPlanes_Ch06.,NP04_DCS_01:GroundPlanes_Ch07.,NP04_DCS_01:GroundPlanes_Ch08.,
Year/Month/Day Hour:Minute:Second.Millisecond,Ch01 - UP-DS-BR,Ch02 - UP-DS-BL,Ch03 -UP-MS-BR,Ch04 - UP-MS-BL,Ch05 - UP-US-BR,Ch06 - UP-US-BL,Ch07 - DN-DS-BR,Ch08 - DN-DS-BL,
2018/07/11 08:46:36.776,0.00049741409020498,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:38.283,0.00095370999770239,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:39.792,0.00076052063377574,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:41.270,0.00085931026842445,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:42.780,0.00056889484403655,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:44.290,6.1347192968242e-05,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:45.799,-0.00033202604390681,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:47.267,5.81806016271e-05,0.00029427517438307,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:48.777,-0.00042003151611425,-4.1588878957555e-05,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:50.286,-0.00056616892106831,-0.00053005729569122,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:51.796,-0.0008256514556706,-0.00073915062239394,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:53.306,-0.0010963950771838,-0.0010408987291157,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:54.784,-0.0012719860533252,-0.0013196527725086,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:56.292,-0.00091462326236069,-0.0011028767330572,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:57.799,-0.0012857757974416,-0.0010310963261873,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:46:59.319,-0.0013094816822559,-0.0015629690606147,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:00.787,-0.00096931564621627,-0.0010586427524686,-0.00092471390962601,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:02.296,-0.001236871117726,-0.0010323028545827,-0.0010082358494401,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:03.805,-0.0010932702571154,-0.0010017928434536,-0.00094182230532169,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:05.314,-0.00084558583330363,-0.0010791494278237,-0.00082055281382054,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:06.792,-0.0013171191094443,-0.00084098667139187,-0.0010733872186393,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:08.300,-0.0010071231517941,-0.0012577251764014,-0.0012276025954634,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:09.812,-0.0010307584889233,-0.00086799520067871,-0.00084276730194688,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:11.319,-0.0015097055584192,-0.0015193057479337,-0.0015763653209433,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:12.829,-0.0011801216751337,-0.0011202326277271,-0.0011387700214982,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:14.306,-0.0013522434746847,-0.0012970531824976,-0.0011297968449071,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
2018/07/11 08:47:15.813,-0.0015631769783795,-0.0013444656506181,-0.0012595461448655,-0.00069266534410417,-0.0012808752944693,-6.956204015296e-05,0.00011223406181671,-0.0010527573758736,
